matchID,team1_ID,team2_ID,tournament,closeness_centrality_T1,closeness_centrality_T2,degree_centrality_T1,degree_centrality_T2,betweenness_centrality_T1,betweenness_centrality_T2,eigenvector_centrality_T1,eigenvector_centrality_T2,clustering_T1,clustering_T2,avg_shortest_path_T1,avg_shortest_path_T2,centroid_y_T1,centroid_x_T1,centroid_y_T2,centroid_x_T2,winner
2501056,3783,3767,France,0.790266551630188,0.8335565949202313,1.4181818181818182,1.563636363636364,0.032323232323232316,0.024242424242424242,0.2932197261066376,0.29575857969462854,0.7298143709530599,0.8259611681572832,1.290909090909091,1.2181818181818183,50.5285237750755,44.57627223351361,54.66914343192765,49.50336612142546,0
2501057,3804,3799,France,0.8968909878000787,0.8991311718584445,1.7454545454545454,1.7636363636363634,0.014141414141414142,0.013131313131313133,0.29900108240145956,0.30034105752701507,0.877619219347534,0.9104499468427799,1.1272727272727272,1.1181818181818182,49.1838884922923,43.72716865265116,49.91180640096338,44.92677424116072,0
2501058,3766,3775,France,0.8511185783913057,0.8391154300245209,1.6181818181818182,1.5818181818181818,0.021212121212121213,0.023232323232323236,0.29649785970233095,0.2962486656325031,0.8152628832485916,0.8107488984377238,1.190909090909091,1.209090909090909,47.25851510065772,54.35460453513329,47.66901338230853,42.186351126392395,1
2501059,3771,3789,France,0.7811287595976592,0.8420964062675292,1.4000000000000001,1.5818181818181818,0.03434343434343434,0.023232323232323236,0.2904532769291847,0.2937758824710351,0.7473271024669826,0.8466057801432819,1.309090909090909,1.209090909090909,55.022492199872154,48.47825016689385,46.35569953488737,38.71861766334089,1
2501060,3777,3772,France,0.8676475040111403,0.9258166076347895,1.6727272727272728,1.8181818181818181,0.018181818181818184,0.0101010101010101,0.2991822271676376,0.2994960703808643,0.8385887342087618,0.9142582418546842,1.1636363636363636,1.0909090909090908,47.53721815885374,45.23482663651243,51.53277692839848,45.33800679452088,0
2501061,3770,3779,France,0.8726425090061454,0.8936215299851663,1.6727272727272728,1.7272727272727273,0.01818181818181818,0.015151515151515148,0.29650585455320405,0.29814658829609225,0.8368294863333869,0.8792808892132066,1.1636363636363636,1.1363636363636365,50.68440337092375,44.72904123335158,50.06402565352666,44.177381062446194,1
2501062,3774,3787,France,0.8234000847637212,0.8384040202222022,1.5454545454545454,1.5818181818181818,0.02525252525252525,0.02323232323232323,0.2966942945081197,0.2962124729415255,0.816516377524605,0.7838909620028937,1.2272727272727273,1.209090909090909,52.67288127372161,45.604683456960494,50.7424014441957,45.69562734221825,0
2501063,3782,3776,France,0.7858967189110729,0.8162699599865374,1.4000000000000001,1.4909090909090907,0.03434343434343434,0.028282828282828285,0.28831211872304113,0.2900752310572385,0.7395597505436634,0.7679973264243549,1.309090909090909,1.2545454545454546,52.59649458957136,43.97098216972739,53.15027492147919,48.27177803254856,1
2501064,3780,3785,France,0.8978285529087667,0.9244391971664698,1.7272727272727273,1.8181818181818181,0.01515151515151515,0.0101010101010101,0.29471993637497274,0.29963909596647237,0.8935093984516006,0.9178675998185003,1.1363636363636365,1.0909090909090908,50.66848525212162,46.64147342556433,50.53043844239497,47.921759520672566,1
2501065,3795,19830,France,0.7497153025227892,0.8569460842188115,1.290909090909091,1.6363636363636365,0.0393939393939394,0.020202020202020204,0.2906060928820606,0.29753433971460347,0.6674140041554084,0.8333833083395056,1.3545454545454545,1.1818181818181819,51.75958512727288,48.91366889078352,52.999745742488976,48.713319014272564,0
2501046,3789,3777,France,0.8712650985378257,0.8442580147125601,1.6727272727272728,1.581818181818182,0.01818181818181818,0.02323232323232323,0.2964747086316352,0.29530472094340116,0.8443957864075903,0.820631350667258,1.1636363636363636,1.209090909090909,49.473080915692144,41.9569988536605,50.007045190644014,50.35252595777115,1
2501047,3799,3770,France,0.8044833953924863,0.8821431094158366,1.4727272727272727,1.6727272727272726,0.029292929292929294,0.01818181818181818,0.29519618670738085,0.2921628555607755,0.7718860855085649,0.9030832262685333,1.2636363636363637,1.1636363636363636,48.47243333511713,43.7747161314793,54.493349844065506,49.57317420526984,0
2501048,3772,3780,France,0.8547626615808436,0.8549329458420369,1.6181818181818182,1.6363636363636365,0.02121212121212121,0.0202020202020202,0.2943907921174333,0.29878160485620503,0.8277605329566694,0.830311632678831,1.190909090909091,1.1818181818181819,55.34633384905415,47.031685229441564,52.00218598480983,45.35746512689237,1
2501050,3776,3804,France,0.9092876820149546,0.7778727511347832,1.781818181818182,1.3636363636363635,0.012121212121212121,0.03535353535353535,0.29980055520126603,0.2882972940401362,0.9255950222052348,0.7280059490065214,1.1090909090909091,1.3181818181818181,54.18185425685426,47.17235083756823,48.354042852998305,50.83423058442179,1
2501051,19830,3782,France,0.786678339485826,0.8450480001282141,1.4000000000000004,1.581818181818182,0.03333333333333333,0.02323232323232323,0.2913388698540404,0.2933509471761686,0.7229823724970048,0.8585093308081162,1.3,1.209090909090909,53.70127668878428,53.16348702609123,47.62174031282883,39.396484487034726,1
2501052,3787,3795,France,0.7710916534445946,0.8467895740623012,1.4,1.6181818181818182,0.03434343434343435,0.021212121212121217,0.29680297446270426,0.2987060892899184,0.7099341830926313,0.8483343475259048,1.309090909090909,1.190909090909091,47.39168247160932,48.25070235508784,53.22877048761061,41.88387155121089,0
2501053,3775,3783,France,0.8499379408470318,0.8409620682347954,1.6181818181818186,1.6,0.02121212121212121,0.022222222222222223,0.2981715946637821,0.29842689151025786,0.8129677126739469,0.8143519676095969,1.190909090909091,1.2,48.91638764274574,44.91222942658236,49.340262778157516,46.66839808428325,1
2501054,3767,3774,France,0.8125775739412102,0.8628000787091696,1.4909090909090912,1.6363636363636365,0.028282828282828285,0.0202020202020202,0.2942391886811092,0.2957539214799794,0.7743652997712919,0.8612310349254031,1.2545454545454546,1.1818181818181819,47.17695121453989,51.264704315868364,53.37931692775294,45.01990574979365,0
